index,label_name,label_geocode,latitude,longitude
83,"SANTA ROSA DE LIMA, SANTA ROSA",603,14.38806,90.29556
84,"TAXISCO, SANTA ROSA",609,14.0716201,90.4645322
85,"CONCEPCION, SOLOLA",708,14.7833,91.15
86,"NAHUALA, SOLOLA",705,14.8429,91.316963
87,"PANAJACHEL, SOLOLA",710,14.736051,91.15584
88,"SAN ANDRES SEMETABAJ, SOLOLA",709,14.745,91.135
89,"SAN ANTONIO PALOPO, SOLOLA",712,14.7,91.11666667
90,"SAN JOSE CHACAYA, SOLOLA",702,14.76666667,91.21666667
91,"SAN JUAN LA LAGUNA, SOLOLA",717,14.7,91.283333333333
92,"SAN LUCAS TOLIMAN, SOLOLA",713,14.63333333,91.13333333
93,"SAN MARCOS LA LAGUNA, SOLOLA",716,14.724832,91.258883
94,"SAN PABLO LA LAGUNA, SOLOLA",715,14.71666667,91.26666667
95,"SAN PEDRO LA LAGUNA, SOLOLA",718,14.691772222222,91.273
96,"SANTA CATARINA IXTAHUACAN, SOLOLA",706,14.8,91.36666667
97,"SANTA CATARINA PALOPO, SOLOLA",711,14.716666666667,91.133333333333
98,"SANTA CLARA LA LAGUNA, SOLOLA",707,14.71666667,91.3
99,"SANTA CRUZ LA LAGUNA, SOLOLA",714,14.744166666667,91.207222222222
100,"SANTA LUCIA UTATLAN, SOLOLA",704,14.76666667,91.26666667
101,"SANTA MARIA VISITACION, SOLOLA",703,14.71667,91.31667
102,"SANTIAGO ATITLAN, SOLOLA",719,14.638552777778,91.229922222222
103,"SOLOLA, SOLOLA",701,14.766666666667,91.183333333333
104,"MOMOSTENANGO, TOTONICAPAN",805,15.044444444444,91.408333333333
105,"SAN ANDRES XECUL, TOTONICAPAN",804,14.9,91.48333333
106,"SAN BARTOLO, TOTONICAPAN",808,15.0844,91.4558
107,"SAN CRISTOBAL TOTONICAPAN, TOTONICAPAN",802,14.91972222,91.44
108,"SAN FRANCISCO EL ALTO, TOTONICAPAN",803,14.95,91.45
109,"SANTA LUCIA LA REFORMA, TOTONICAPAN",807,15.13333333,91.23333333
110,"SANTA MARIA CHIQUIMULA, TOTONICAPAN",806,15.029166666667,91.329444444444
111,"TOTONICAPAN, TOTONICAPAN",801,14.910833333333,91.360555555556
112,"ALMOLONGA, QUETZALTENANGO",913,14.812222,91.494444
113,"CABRICAN, QUETZALTENANGO",906,15.0768077,91.6499602
114,"CAJOLA, QUETZALTENANGO",907,14.9251815,91.6159815
115,"CANTEL, QUETZALTENANGO",914,14.81122222,91.45551111
116,"COATEPEQUE, QUETZALTENANGO",920,14.7,91.866666666667
117,"COLOMBA, QUETZALTENANGO",917,14.71666667,91.73333333
118,"CONCEPCION CHIQUIRICHAPA, QUETZALTENANGO",911,14.85,91.61666667
119,"EL PALMAR, QUETZALTENANGO",919,14.65,91.5833
120,"FLORES COSTA CUCA, QUETZALTENANGO",922,14.65,91.81666667
121,"GENOVA, QUETZALTENANGO",921,14.616667,91.833333
122,"HUITAN, QUETZALTENANGO",915,15.048611111111,91.64
123,"LA ESPERANZA, QUETZALTENANGO",923,14.866666666667,91.566666666667
124,"OLINTEPEQUE, QUETZALTENANGO",903,14.883333333333,91.516666666667
125,"OSTUNCALCO, QUETZALTENANGO",909,14.869339,91.621084
126,"PALESTINA DE LOS ALTOS, QUETZALTENANGO",924,14.933333333333,91.699972222222
127,"QUETZALTENANGO, QUETZALTENANGO",901,14.833333333333,91.516666666667
128,"SALCAJA, QUETZALTENANGO",902,14.88333333,91.45
129,"SAN CARLOS SIJA, QUETZALTENANGO",904,14.98333333,91.55
130,"SAN FRANCISCO LA UNION, QUETZALTENANGO",918,14.91666667,91.53333333
131,"SAN MARTIN SACATEPEQUEZ, QUETZALTENANGO",912,14.824621,91.642499
132,"SAN MATEO, QUETZALTENANGO",910,14.8667,91.5833
133,"SAN MIGUEL SIGUILA, QUETZALTENANGO",908,14.9,91.61666667
134,"SIBILIA, QUETZALTENANGO",905,15.0,91.61666667
135,"ZUNIL, QUETZALTENANGO",916,14.783611111111,91.484444444444
136,"CHICACAO, SUCHITEPEQUEZ",1013,14.5428456,91.3288471
137,"CUYOTENANGO, SUCHITEPEQUEZ",1002,14.542075,91.5723339
138,"MAZATENANGO, SUCHITEPEQUEZ",1001,14.533333333333,91.5
139,"PATULUL, SUCHITEPEQUEZ",1014,14.41666667,91.16666667
140,"PUEBLO NUEVO, SUCHITEPEQUEZ",1019,14.6379,91.5328
141,"RIO BRAVO, SUCHITEPEQUEZ",1020,14.4,91.3167
142,"SAMAYAC, SUCHITEPEQUEZ",1008,14.5821106,91.4609912
143,"SAN ANTONIO SUCHITEPEQUEZ, SUCHITEPEQUEZ",1010,14.53333333,91.41666667
144,"SAN BERNARDINO, SUCHITEPEQUEZ",1004,14.53333333,91.45
145,"SAN FRANCISCO ZAPOTITLAN, SUCHITEPEQUEZ",1003,14.58333333,91.51666667
146,"SAN GABRIEL, SUCHITEPEQUEZ",1012,14.5167,91.5167
147,"SAN JOSE EL IDOLO, SUCHITEPEQUEZ",1005,14.45,91.41666667
148,"SAN JOSE LA MAQUINA, SUCHITEPEQUEZ",1021,14.302073,91.565498
149,"SAN JUAN BAUTISTA, SUCHITEPEQUEZ",1016,14.41666667,91.18333333
150,"SAN LORENZO, SUCHITEPEQUEZ",1007,14.4833,91.5167
151,"SAN MIGUEL PANAN, SUCHITEPEQUEZ",1011,14.53333333,91.36666667
152,"SAN PABLO JOCOPILAS, SUCHITEPEQUEZ",1009,14.58333333,91.45
153,"SANTA BARBARA, SUCHITEPEQUEZ",1015,14.4333,91.2333
154,"SANTO DOMINGO SUCHITEPEQUEZ, SUCHITEPEQUEZ",1006,14.466666666667,91.483333333333
155,"SANTO TOMAS LA UNION, SUCHITEPEQUEZ",1017,14.63333333,91.38333333
156,"ZUNILITO, SUCHITEPEQUEZ",1018,14.6167,91.5167
157,"CHAMPERICO, RETALHULEU",1107,14.293,91.914
158,"EL ASINTAL, RETALHULEU",1109,14.6,91.73333333
159,"NUEVO SAN CARLOS, RETALHULEU",1108,14.6,91.7
160,"RETALHULEU, RETALHULEU",1101,14.533333333333,91.683333333333
161,"SAN ANDRES VILLA SECA, RETALHULEU",1106,14.56666667,91.58333333
162,"SAN FELIPE, RETALHULEU",1105,14.620555555556,91.596111111111
163,"SAN MARTIN ZAPOTITLAN, RETALHULEU",1104,14.6,91.6
164,"SAN SEBASTIAN, RETALHULEU",1102,14.5667,91.65
165,"SANTA CRUZ MULUA, RETALHULEU",1103,14.58333333,91.61666667
166,"AYUTLA, SAN MARCOS",1217,14.683333333333,92.133333333333
167,"CATARINA, SAN MARCOS",1216,14.85,92.0833
168,"COMITANCILLO, SAN MARCOS",1204,15.09055556,91.74861111
169,"CONCEPCION TUTUAPA, SAN MARCOS",1206,15.28333333,91.78333333
170,"EL QUETZAL, SAN MARCOS",1220,14.7667,91.8167
171,"EL TUMBADOR, SAN MARCOS",1213,14.86666667,91.93333333
172,"ESQUIPULAS PALO GORDO, SAN MARCOS",1227,14.93333333,91.81666667
173,"IXCHIGUAN, SAN MARCOS",1223,15.16416667,91.93333333
174,"LA BLANCA, SAN MARCOS",1230,14.579089,92.141419
175,"LA REFORMA, SAN MARCOS",1221,14.8,91.8167
176,"MALACATAN, SAN MARCOS",1215,14.9121,92.0606
177,"NUEVO PROGRESO, SAN MARCOS",1212,14.8,91.91666667
178,"OCOS, SAN MARCOS",1218,14.51381,92.190903
179,"PAJAPITA, SAN MARCOS",1222,14.724261,92.0334418
180,"RIO BLANCO, SAN MARCOS",1228,15.0386,91.6856
181,"SAN ANTONIO SACATEPEQUEZ, SAN MARCOS",1203,14.96666667,91.73333333
182,"SAN CRISTOBAL CUCHO, SAN MARCOS",1225,14.9,91.78333333
183,"SAN JOSE EL RODEO, SAN MARCOS",1214,14.9167,91.9667
184,"SAN JOSE OJETENAM, SAN MARCOS",1224,15.21666667,91.96666667
185,"SAN LORENZO, SAN MARCOS",1229,15.02111111,91.73777778
186,"SAN MARCOS, SAN MARCOS",1201,14.965277777778,91.795833333333
187,"SAN MIGUEL IXTAGUACAN, SAN MARCOS",1205,15.25,91.75
188,"SAN PABLO, SAN MARCOS",1219,14.9333,92.0
189,"SAN PEDRO SACATEPEQUEZ, SAN MARCOS",1202,14.96638889,91.7775
190,"SAN RAFAEL PIE DE LA CUESTA, SAN MARCOS",1211,14.93333333,91.91666667
191,"SIBINAL, SAN MARCOS",1208,15.133333333333,92.05
192,"SIPACAPA, SAN MARCOS",1226,15.21277778,91.63416667
193,"TACANA, SAN MARCOS",1207,15.2414574,92.0683581
194,"TAJUMULCO, SAN MARCOS",1209,15.08388889,91.92333333
195,"TEJUTLA, SAN MARCOS",1210,15.1225,91.80527778
196,"AGUACATAN, HUEHUETENANGO",1327,15.3429486,91.3119816
197,"BARILLAS, HUEHUETENANGO",1326,15.804456,91.315506
198,"CHIANTLA, HUEHUETENANGO",1302,15.3566902,91.456761
199,"COLOTENANGO, HUEHUETENANGO",1319,15.4053531,91.7155659
200,"CONCEPCION HUISTA, HUEHUETENANGO",1322,15.6167,91.6833
201,"CUILCO, HUEHUETENANGO",1304,15.4078474,91.9471876
202,"HUEHUETENANGO, HUEHUETENANGO",1301,15.314722222222,91.476111111111
203,"JACALTENANGO, HUEHUETENANGO",1307,15.666667,91.733333
204,"LA DEMOCRACIA, HUEHUETENANGO",1312,15.6333,91.8667
205,"LA LIBERTAD, HUEHUETENANGO",1311,15.5,91.8333
206,"MALACATANCITO, HUEHUETENANGO",1303,15.24666667,91.49916667
207,"NENTON, HUEHUETENANGO",1305,15.80122,91.755234
208,"PETATAN, HUEHUETENANGO",1333,15.620984,91.730884
209,"SAN ANTONIO HUISTA, HUEHUETENANGO",1324,15.65,91.76666667
210,"SAN GASPAR IXCHIL, HUEHUETENANGO",1329,15.38333333,91.71666667
211,"SAN IDELFONSO IXTAHUACAN, HUEHUETENANGO",1309,15.41666667,91.76666667
212,"SAN JUAN ATITAN, HUEHUETENANGO",1316,15.43333333,91.63333333
213,"SAN JUAN IXCOY, HUEHUETENANGO",1323,15.6,91.45
214,"SAN MATEO IXTATAN, HUEHUETENANGO",1318,15.83333333,91.48333333
215,"SAN MIGUEL ACATAN, HUEHUETENANGO",1313,15.7,91.61666667
216,"SAN PEDRO NECTA, HUEHUETENANGO",1306,15.5,91.76666667
217,"SAN PEDRO SOLOMA, HUEHUETENANGO",1308,15.71666667,91.45
218,"SAN RAFAEL LA INDEPENDENCIA, HUEHUETENANGO",1314,15.71666667,91.53333333
219,"SAN RAFAEL PETZAL, HUEHUETENANGO",1328,15.41666667,91.66666667
220,"SAN SEBASTIAN COATAN, HUEHUETENANGO",1325,15.73333333,91.56666667
221,"SAN SEBASTIAN HUEHUETENANGO, HUEHUETENANGO",1320,15.38333333,91.58333333
222,"SANTA ANA HUISTA, HUEHUETENANGO",1331,15.68333333,91.81666667
223,"SANTA BARBARA, HUEHUETENANGO",1310,15.5278333,91.6167
224,"SANTA EULALIA, HUEHUETENANGO",1317,15.7333,91.4586
225,"SANTIAGO CHIMALTENANGO, HUEHUETENANGO",1330,15.46666667,91.71666667
226,"TECTITAN, HUEHUETENANGO",1321,15.3073338,92.0610051
227,"TODOS SANTOS CUCHUMATAN, HUEHUETENANGO",1315,15.5116,91.6051
228,"UNION CANTINIL, HUEHUETENANGO",1332,15.605,91.7189
229,"CANILLA, QUICHE",1418,15.16709,90.848068
230,"CHAJUL, QUICHE",1405,15.487222222222,91.034722222222
231,"CHICAMAN, QUICHE",1419,15.348333333333,90.799444444444
232,"CHICHE, QUICHE",1402,15.010555555556,91.065
233,"CHINIQUE, QUICHE",1403,15.041111111111,91.026944444444
234,"CUNEN, QUICHE",1410,15.3379455,91.0269829
235,"IXCAN, QUICHE",1420,15.988055555556,90.781666666667
236,"JOYABAJ, QUICHE",1412,14.995,90.8075
237,"NEBAJ, QUICHE",1413,15.40614,91.14682
238,"PACHALUM, QUICHE",1421,14.926944444444,90.665
239,"PATZITE, QUICHE",1407,14.963888888889,91.208055555556
240,"SACAPULAS, QUICHE",1416,15.289166666667,91.089166666667
241,"SAN ANDRES SAJCABAJA, QUICHE",1414,15.175556,90.941667
242,"SAN ANTONIO ILOTENANGO, QUICHE",1408,15.054444444444,91.228611111111
243,"SAN BARTOLOME JOCOTENANGO, QUICHE",1417,15.192777777778,91.0775
244,"SAN JUAN COTZAL, QUICHE",1411,15.435277777778,91.035555555556
245,"SAN PEDRO JOCOPILAS, QUICHE",1409,15.095277777778,91.150833333333
246,"SANTA CRUZ DEL QUICHE, QUICHE",1401,15.05,91.25
247,"SANTO TOMAS CHICHICASTENANGO, QUICHE",1406,14.944214,91.110531
248,"USPANTAN, QUICHE",1415,15.345833333333,90.869444444444
249,"ZACUALPA, QUICHE",1404,15.027222222222,90.877777777778
250,"CUBULCO, BAJA VERAPAZ",1504,15.108333333333,90.630555555556
251,"EL CHOL, BAJA VERAPAZ",1506,14.96111111,90.48777778
252,"GRANADOS, BAJA VERAPAZ",1505,14.91388889,90.52333333
253,"PURULHA, BAJA VERAPAZ",1508,15.235311111111,90.235036111111
254,"RABINAL, BAJA VERAPAZ",1503,15.083333333333,90.491666666667
255,"SALAMA, BAJA VERAPAZ",1501,15.105236111111,90.316019444444
256,"SAN JERONIMO, BAJA VERAPAZ",1507,15.06111111,90.24027778
257,"SAN MIGUEL CHICAJ, BAJA VERAPAZ",1502,15.1,90.4
258,"CAHABON, ALTA VERAPAZ",1612,15.605555555556,89.8125
259,"CHAHAL, ALTA VERAPAZ",1614,15.75,89.56666667
260,"CHISEC, ALTA VERAPAZ",1613,15.8125,90.32166667
261,"COBAN, ALTA VERAPAZ",1601,15.483333333333,90.366666666667
262,"FRAY BARTOLOME DE LAS CASAS, ALTA VERAPAZ",1615,15.845555555556,89.865833333333
263,"LANQUIN, ALTA VERAPAZ",1611,15.575833333333,89.981111111111
264,"PANZOS, ALTA VERAPAZ",1607,15.39861111,89.64083333
265,"RAXRUHA, ALTA VERAPAZ",1617,15.866551,90.042422
266,"SAN CRISTOBAL VERAPAZ, ALTA VERAPAZ",1603,15.365,90.47916667
267,"SAN JUAN CHAMELCO, ALTA VERAPAZ",1610,15.425675,90.326285
268,"SAN PEDRO CARCHA, ALTA VERAPAZ",1609,15.476801,90.312037
269,"SANTA CATALINA LA TINTA, ALTA VERAPAZ",1616,15.3,89.916666666667
270,"SANTA CRUZ VERAPAZ, ALTA VERAPAZ",1602,15.373611111111,90.430555555556
271,"SENAHU, ALTA VERAPAZ",1608,15.416388888889,89.820277777778
272,"TACTIC, ALTA VERAPAZ",1604,15.31666667,90.35111111
273,"TAMAHU, ALTA VERAPAZ",1605,15.30694444,90.23416667
274,"TUCURU, ALTA VERAPAZ",1606,15.3,90.06666667
275,"DOLORES, PETEN",1708,16.51416667,89.41583333
276,"EL CHAL, PETEN",1714,16.633333333333,89.65
277,"FLORES, PETEN",1701,16.933333333333,89.883333333333
278,"LA LIBERTAD, PETEN",1705,16.78611111,90.11666667
279,"LAS CRUCES, PETEN",1713,16.65833333,90.295
280,"MELCHOR DE MENCOS, PETEN",1711,17.06666667,89.15
281,"POPTUN, PETEN",1712,16.32222222,89.42222222
282,"SAN ANDRES, PETEN",1704,16.9675,89.910277777778
283,"SAN BENITO, PETEN",1703,16.916666666667,89.9
284,"SAN FRANCISCO, PETEN",1706,16.80166667,89.93416667
285,"SAN JOSE, PETEN",1702,16.983625,89.900997222222
286,"SAN LUIS, PETEN",1709,16.19888889,89.44027778
287,"SANTA ANA, PETEN",1707,16.8069,89.8272
288,"SAYAXCHE, PETEN",1710,16.516666666667,90.183333333333
289,"EL ESTOR, IZABAL",1803,15.53333333,89.35
290,"LIVINGSTON, IZABAL",1802,15.83,88.75
291,"LOS AMATES, IZABAL",1805,15.26666667,89.1
292,"MORALES, IZABAL",1804,15.4725,88.841388888889
293,"PUERTO BARRIOS, IZABAL",1801,15.73,88.6
294,"CABANAS, ZACAPA",1907,14.93333333,89.8
295,"ESTANZUELA, ZACAPA",1902,14.99789,89.570473
296,"GUALAN, ZACAPA",1904,15.133333333333,89.366666666667
297,"HUITE, ZACAPA",1910,14.9175,89.71722222
298,"LA UNION, ZACAPA",1909,14.96666667,89.28333333
299,"RIO HONDO, ZACAPA",1903,15.04638889,89.58472222
300,"SAN DIEGO, ZACAPA",1908,14.7833,89.7833
301,"SAN JORGE, ZACAPA",1911,14.925277777778,89.589722222222
302,"TECULUTAN, ZACAPA",1905,14.987694444444,89.717
303,"USUMATLAN, ZACAPA",1906,14.948888888889,89.776666666667
304,"ZACAPA, ZACAPA",1901,14.966666666667,89.533333333333
305,"CAMOTAN, CHIQUIMULA",2005,14.816666666667,89.366666666667
306,"CHIQUIMULA, CHIQUIMULA",2001,14.783333333333,89.533333333333
307,"CONCEPCION LAS MINAS, CHIQUIMULA",2008,14.516666666667,89.45
308,"ESQUIPULAS, CHIQUIMULA",2007,14.616666666667,89.2
309,"IPALA, CHIQUIMULA",2011,14.619138888889,89.622611111111
310,"JOCOTAN, CHIQUIMULA",2004,14.816666666667,89.383333333333
311,"OLOPA, CHIQUIMULA",2006,14.683333333333,89.35
312,"QUEZALTEPEQUE, CHIQUIMULA",2009,14.633333333333,89.45
313,"SAN JACINTO, CHIQUIMULA",2010,14.6667,89.5
314,"SAN JOSE LA ARADA, CHIQUIMULA",2002,14.71666667,89.58333333
315,"SAN JUAN ERMITA, CHIQUIMULA",2003,14.76666667,89.43333333
316,"JALAPA, JALAPA",2101,14.637861111111,89.990416666667
317,"MATAQUESCUINTLA, JALAPA",2107,14.533638888889,90.183805555556
318,"MONJAS, JALAPA",2106,14.50105,89.87233611
319,"SAN CARLOS ALZATATE, JALAPA",2105,14.5,90.06666667
320,"SAN LUIS JILOTEPEQUE, JALAPA",2103,14.65,89.73333333
321,"SAN MANUEL CHAPARRON, JALAPA",2104,14.51666667,89.76666667
322,"SAN PEDRO PINULA, JALAPA",2102,14.66666667,89.85
323,"AGUA BLANCA, JUTIAPA",2204,14.483333333333,89.649444444444
324,"ASUNCION MITA, JUTIAPA",2205,14.333333,89.716667
325,"ATESCATEMPA, JUTIAPA",2207,14.175,89.74166667
326,"COMAPA, JUTIAPA",2211,14.114608,89.911531
327,"CONGUACO, JUTIAPA",2213,14.04697,90.033607
328,"EL ADELANTO, JUTIAPA",2209,14.16833333,89.72694444
329,"EL PROGRESO, JUTIAPA",2202,14.35,89.85
330,"JALPATAGUA, JUTIAPA",2212,14.13636,90.005234
331,"JEREZ, JUTIAPA",2208,14.1,89.75
332,"JUTIAPA, JUTIAPA",2201,14.282777777778,89.8925
333,"MOYUTA, JUTIAPA",2214,14.03809,90.080406
334,"PASACO, JUTIAPA",2215,13.9788552,90.2062967
335,"QUEZADA, JUTIAPA",2217,14.272265,90.037272
336,"SAN JOSE ACATEMPA, JUTIAPA",2216,14.26666667,90.13333333
337,"SANTA CATARINA MITA, JUTIAPA",2203,14.45,89.75
338,"YUPILTEPEQUE, JUTIAPA",2206,14.1941233,89.7912524
339,"ZAPOTITLAN, JUTIAPA",2210,14.167426,89.909571
